invoice_no,transaction_value,unique_products
570413,179.25,6
570414,77.35,4
570416,161.25,10
570418,204.55,11
570420,78.65,7
570421,77.3,3
570422,23.9,1
570424,11.9,1
570426,81.8,3
570427,63.25,4
570428,52.25,4
570430,39.7,2
570442,64.65,7
570446,30.0,1
570448,104.85,7
570449,17.0,1
570452,70.35,3
570455,53.5,5
570457,17.0,2
570458,103.1,9
570459,97.35,5
570461,141.6,1
570466,124.55,13
570467,98.55,6
570482,59.95,5
570488,1941.33,89
570491,17.45,2
570492,58.15,4
570493,70.8,1
570494,551.1,7
570498,89.3,2
570499,290.65,11
570501,127.7,6
570504,50.85,2
570505,47.0,2
570509,61.35,4
570510,33.0,1
570511,47.7,1
570512,424.8,6
570513,213.7,3
570514,106.6,3
570517,16.5,1
570521,143.35,4
570555,110.4,6
570590,52.7,3
570591,138.75,6
570593,23.8,2
570594,32.65,2
570597,250.65,9
570598,717.1,21
570600,15.9,1
570601,34.0,1
570602,44.7,1
570632,27.0,1
570634,92.55,7
570637,52.35,2
570638,116.6,4
570640,136.3,6
570646,80.7,3
570648,15.9,1
570649,34.35,2
570650,12.5,2
570651,62.75,2
570652,113.9,2
570653,61.9,6
570657,17.9,1
570660,912.3,4
570661,17.0,1
570663,34.85,2
570664,17.85,3
570666,18.0,1
570667,30.0,1
570668,59.6,4
570669,184.75,7
570672,619.05,30
570674,27.45,2
570675,108.5,4
570676,73.15,3
570677,123.4,5
570678,114.45,1
570679,87.3,4
570680,123.55,10
570681,6.0,1
570685,33.9,3
570693,56.0,5
570694,79.85,2
570696,17.0,1
570698,88.2,3
570700,277.75,3
570701,586.1,12
570703,86.3,5
570706,25.5,1
570713,141.8,3
570714,80.0,1
570718,53.0,2
570719,23.8,1
570720,29.45,2
570721,133.95,6
570724,23.9,1
570726,53.65,2
570754,18.0,1
570769,36.0,1
570776,32.7,2
570784,52.0,3
570791,39.75,3
570793,734.4,12
570797,94.6,3
570798,36.0,1
570806,123.25,3
570807,159.75,8
570818,186.85,11
570823,18.0,1
570824,37.5,1
570825,167.2,2
570826,36.9,4
570827,86.85,5
570829,44.9,3
570830,52.2,3
570832,65.4,2
570833,136.1,5
570834,25.5,1
570836,142.25,6
570839,226.9,8
570840,70.8,4
570841,83.8,2
570851,18.0,1
570852,153.6,6
570856,103.45,6
570857,107.2,5
570859,49.0,3
570862,81.65,4
570863,35.7,1
570866,59.7,1
570875,209.9,4
570876,24.95,2
570878,82.5,2
570879,36.0,1
570880,51.0,2
570881,71.7,3
570882,23.0,1
570883,47.6,2
570884,72.0,2
570885,16.5,1
570887,32.0,2
570888,35.7,2
570896,19.9,1
570910,119.0,4
570919,195.6,7
570964,88.65,3
570973,89.25,2
570984,85.9,3
571007,124.0,7
571028,14.2,2
571030,247.2,3
571031,25.5,1
571032,23.5,3
571033,136.8,2
571034,1525.7,34
571035,284.3,13
571036,242.55,4
571038,126.0,11
571039,39.1,5
571040,213.2,11
571041,58.35,5
571044,16.5,1
571046,107.6,8
571049,25.0,1
571053,280.2,7
571054,7.5,1
571056,108.15,7
571057,27.0,1
571058,464.9,6
571062,35.45,4
571063,45.85,2
571064,45.75,4
571065,256.5,4
571067,17.0,1
571069,9.95,1
571080,58.65,3
571081,51.3,5
571090,17.25,1
571098,97.9,5
571101,97.05,5
571102,31.8,1
571103,45.5,3
571105,72.7,8
571106,97.15,5
571107,88.85,5
571108,27.0,1
571111,15.0,1
571117,62.25,4
571120,31.5,2
571121,83.4,1
571123,287.4,6
571129,89.8,2
571158,25.85,2
571169,48.2,4
571178,16.5,1
571179,40.0,1
571180,769.9,15
571181,70.8,1
571183,125.85,8
571184,189.3,3
571185,130.8,6
571187,65.9,2
571188,330.5,14
571190,8.25,1
571191,15.0,1
571192,59.8,3
571197,36.75,3
571200,30.6,1
571203,121.7,4
571204,59.7,1
571205,180.3,12
571212,68.6,5
571213,20.85,1
571214,54.85,4
571215,313.8,5
571216,40.15,4
571219,159.5,9
571221,103.95,7
571223,599.5,1
571224,41.7,1
571225,15.9,1
571226,70.05,2
571227,682.9,11
571229,9.95,1
571230,59.4,2
571231,146.2,4
571235,23.8,1
571238,34.35,2
571239,388.5,7
571240,69.9,3
571241,23.0,3
571243,57.05,4
571244,15.9,2
571245,16.5,1
571247,135.4,6
571248,27.8,1
571255,2197.54,8
571258,71.55,3
571263,39.8,3
571265,36.5,4
571266,200.1,11
571268,41.25,1
571269,110.35,4
571270,204.35,14
571271,35.75,3
571272,428.15,10
571273,14.95,1
571274,188.6,9
571275,74.5,3
571276,91.9,7
571277,87.55,5
571279,42.65,4
571280,109.25,7
571281,4165.31,43
571282,37.45,5
571283,67.9,6
571284,97.45,8
571286,128.05,12
571288,63.6,4
571289,305.42,4
571290,124.75,8
571291,65.4,7
571292,117.35,7
571293,122.45,7
571294,167.31,9
571295,19.9,1
571297,12.75,1
571302,212.4,1
571303,34.85,2
571304,103.8,3
571306,144.8,5
571307,37.5,2
571308,159.45,5
571311,16.5,1
571312,89.85,2
571313,215.6,2
571314,65.2,1
571315,11.5,1
571317,14.45,2
571322,62.0,4
571323,35.7,1
571324,283.02,1
571326,339.02,1
571328,203.45,4
571352,101.45,2
571360,105.8,3
571372,62.25,4
571377,122.85,5
571404,109.45,5
571406,50.0,1
571407,86.55,4
571408,42.35,5
571409,183.05,7
571410,30.0,1
571411,246.6,15
571412,37.5,1
571413,89.65,5
571425,256.55,12
571429,28.35,3
571430,118.0,2
571433,292.95,15
571438,335.8,14
571441,2190.72,90
571442,321.15,22
571443,8.5,1
571444,115.85,6
571445,61.25,3
571446,735.6,3
571461,22.45,3
571462,34.0,1
571463,17.0,1
571464,96.8,7
571465,8.25,1
571474,15.0,1
571475,89.2,10
571476,38.25,1
571477,19.9,1
571486,110.3,6
571496,50.5,3
571497,35.7,1
571498,83.75,7
571502,183.65,8
571506,109.5,6
571509,103.4,9
571510,39.8,1
571511,40.0,2
571544,33.05,5
571546,76.5,1
571547,289.15,3
571548,91.18,3
571549,89.55,3
571551,23.8,2
571556,110.25,4
571559,425.95,10
571560,201.0,9
571561,214.2,3
571562,130.9,2
571563,73.35,5
571564,58.15,3
571565,74.6,3
571601,155.35,10
571628,82.7,2
571629,187.3,10
571638,83.65,3
571641,7.5,1
571653,344.74,10
571654,5.95,1
571657,58.25,4
571658,247.05,3
571660,83.3,3
571663,298.0,2
571665,134.0,2
571667,49.7,4
571668,90.0,4
571669,110.0,5
571670,193.2,9
571671,104.9,6
571672,19.9,1
571676,81.15,10
571677,13.5,1
571681,53.85,3
571682,173.25,20
571683,129.4,5
571684,11.9,1
571685,340.0,1
571691,19.9,1
571692,9.95,1
571697,108.35,4
571701,221.4,12
571702,31.8,1
571705,218.6,5
571710,162.25,6
571712,141.95,8
571715,27.95,3
571717,5.95,1
571724,210.3,8
571725,16.5,1
571726,34.0,1
571728,52.9,2
571729,18.0,1
571732,67.6,2
571735,194.25,3
571737,76.7,3
571740,113.9,4
571745,357.8,11
571746,108.75,7
571747,161.3,10
571751,6068.06,1
571779,53.05,4
571793,72.25,2
571809,27.35,4
571824,208.65,5
571829,260.6,5
571831,103.8,2
571836,9.95,1
571841,57.85,4
571842,394.2,3
571844,157.75,3
571845,26.4,3
571846,73.4,7
571847,155.6,7
571848,94.7,6
571850,106.65,8
571851,144.9,3
571853,225.0,5
571857,135.15,7
571863,19.9,1
571864,1068.0,3
571883,143.0,14
571890,93.5,6
571892,132.4,4
571899,65.45,6
571900,15.0,1
571901,149.75,2
571903,17.85,1
571904,18.0,1
571905,66.8,2
571909,63.55,6
571912,81.95,4
571913,309.75,14
571917,70.8,1
571920,124.05,7
571923,75.75,3
571926,13.5,1
571934,17.0,1
571936,47.7,1
571937,240.6,5
571939,493.05,8
571940,32.9,2
571941,219.7,7
571942,64.65,5
571943,174.0,5
571965,31.4,3
571987,50.5,2
572021,117.55,5
572023,69.15,7
572024,71.4,1
572025,12.75,1
572026,239.1,8
572028,322.5,8
572030,128.2,8
572035,3050.44,16
572037,104.4,4
572045,72.9,6
572047,68.2,7
572049,120.7,5
572050,103.65,8
572054,65.7,3
572055,125.7,10
572056,35.0,1
572057,29.85,1
572058,125.9,11
572060,18.0,1
572061,48.75,2
572062,167.6,6
572063,35.65,4
572064,39.9,1
572065,45.15,5
572066,468.1,4
572068,42.8,3
572069,173.5,7
572073,30.1,4
572074,15.45,2
572075,16.5,1
572076,83.15,5
572077,49.5,1
572078,16.5,1
572081,16.5,1
572082,424.15,11
572087,374.9,5
572088,8.5,1
572089,16.5,1
572090,63.3,5
572091,16.5,1
572092,74.65,6
572093,41.65,2
572094,31.9,1
572095,49.3,6
572096,67.7,5
572098,26.6,2
572100,143.4,2
572101,49.5,2
572103,380.18,29
572104,183.65,5
572105,306.0,1
572107,87.4,6
572108,132.85,5
572121,54.15,2
572122,120.7,2
572124,618.9,4
572125,63.85,2
572126,33.5,2
572127,189.8,6
572128,406.3,8
572129,172.85,4
572133,85.75,3
572134,675.45,4
572183,30.5,2
572184,36.0,1
572186,418.7,11
572191,51.85,2
572192,36.3,5
572193,510.0,2
572194,5.95,1
572195,50.3,3
572196,1479.6,2
572209,22206.0,7
572210,29.4,2
572212,19.9,1
572215,78.05,2
572216,5.95,1
572217,16.2,2
572218,15.9,1
572219,122.8,10
572224,110.6,5
572225,68.0,2
572227,122.3,8
572229,269.7,6
572231,17.85,1
572233,105.0,1
572234,55.35,2
572235,33.0,1
572236,5.95,1
572237,84.7,3
572240,101.65,6
572241,125.1,4
572242,149.05,6
572243,12.75,1
572272,84.9,3
572274,370.2,5
572277,50.15,3
572278,173.25,11
572279,49.5,2
572280,32.25,2
572281,150.35,7
572282,21.2,2
572283,89.1,8
572284,16.65,1
572285,36.35,4
572286,5.95,1
572287,82.55,7
572288,60.35,2
572289,6.75,1
572290,133.25,6
572291,84.5,8
572292,39.85,2
572293,50.0,1
572294,125.55,6
572295,79.55,10
572296,52.35,3
572297,9.95,1
572298,163.0,11
572300,56.9,4
572302,96.85,7
572303,209.15,6
572304,84.15,3
572305,19.95,1
572306,144.65,11
572307,389.2,12
572308,8.25,1
572309,62.75,5
572310,12.75,1
572311,41.75,3
572312,21.85,2
572313,12.5,1
572314,8.5,1
572315,27.0,1
572317,358.25,27
572318,64.4,6
572319,18.85,3
572322,23.8,1
572323,119.65,4
572324,1693.6,2
572326,141.6,2
572329,36.65,2
572330,46.75,7
572331,81.55,3
572335,122.8,4
572336,67.8,1
572338,254.5,3
572339,141.6,2
572342,400.0,1
572350,14.45,2
572353,110.1,2
572354,40.9,2
572399,33.0,1
572423,464.9,1
572442,72.5,2
572447,14.7,2
572452,19.9,1
572453,20.85,1
572454,15.0,1
572457,81.0,1
572458,49.5,3
572459,212.45,4
572461,36.7,3
572462,107.1,3
572464,63.3,7
572465,337.6,17
572472,23.9,1
572474,26.6,1
572475,17.85,3
572483,26.6,2
572484,33.75,2
572487,31.25,2
572490,23.45,2
572499,572.45,22
572509,37.5,3
572511,229.75,10
572513,172.0,13
572517,32.85,2
572521,21.9,1
572528,92.15,8
572541,22.85,2
572542,159.45,2
572544,20.25,1
572552,1961.18,86
572558,23.85,1
572559,76.0,3
572560,463.6,7
572565,79.9,1
572566,28.4,2
572567,323.9,3
572568,25.5,1
572612,67.2,2
572613,233.55,11
572617,103.05,5
572651,153.7,4
572652,110.7,6
572655,103.45,4
572657,68.0,4
572658,32.85,2
572660,63.25,6
572662,127.05,8
572667,36.4,2
572668,39.2,5
572669,73.25,6
572673,50.0,2
572674,72.95,4
572675,23.7,2
572676,164.85,5
572677,8.5,1
572681,55.35,3
572682,71.4,1
572695,58.35,3
572696,250.0,1
572703,63.8,7
572718,27.85,2
572719,275.9,14
572721,90.15,6
572726,184.65,14
572734,183.26,2
572735,127.9,3
572737,79.2,3
572741,68.0,4
572743,40.45,3
572744,41.65,1
572745,29.75,1
572746,23.85,3
572751,178.8,11
572752,75.9,5
572755,6.75,1
572764,119.85,1
572767,220.85,4
572768,25.0,1
572769,702.3,6
572770,360.0,1
572772,61.2,1
572775,118.25,6
572810,175.3,9
572811,26.95,2
572812,44.9,3
572830,53.6,3
572833,6.25,1
572835,44.9,2
572836,33.9,1
572837,58.7,2
572838,11.9,1
572843,285.3,9
572846,33.0,1
572847,31.2,3
572848,31.45,2
572853,160.0,6
572859,129.25,8
572860,47.7,1
572861,72.6,4
572862,12.2,2
572865,47.3,5
572866,38.35,3
572870,83.2,1
572872,20.4,3
572877,209.7,2
572880,15.9,2
572882,66.75,4
572884,54.95,3
572885,38.55,3
572886,165.5,3
572887,359.25,13
572889,45.85,2
572894,52.0,3
572895,47.85,2
572896,193.8,3
572901,34.4,2
572903,9.95,1
572904,83.2,1
572905,40.9,2
572906,8.5,1
572908,97.05,3
572909,108.75,6
572910,26.15,2
572911,171.5,5
572912,63.85,6
572913,113.7,9
572921,147.3,13
572922,14.6,2
572923,35.7,2
572924,34.0,1
572925,57.7,3
572926,215.85,7
572928,53.4,3
572930,66.35,2
572931,16.5,1
572932,59.6,2
572933,131.4,4
572934,160.0,1
572935,34.0,2
572946,147.75,8
572960,37.75,2
572964,189.05,5
572969,92.7,4
572986,144.65,4
572990,111.5,2
572992,36.0,1
572994,38.4,2
572997,31.8,3
572999,62.5,2
573001,31.8,3
573007,180.5,9
573019,60.8,2
573020,45.15,3
573022,23.0,1
573023,208.85,6
573028,16.5,1
573029,184.0,17
573033,50.0,2
573035,223.2,6
573036,106.6,4
573038,46.0,4
573068,57.95,6
573069,5.95,1
573070,6.25,1
573074,116.2,6
573075,120.7,3
573076,120.3,5
573077,4161.06,1
573080,4161.06,1
573082,109.5,1
573083,662.6,25
573085,398.75,12
573093,30.4,3
573094,42.85,4
573100,65.7,2
573102,71.55,2
573103,49.05,1
573104,17.85,1
573106,18.0,1
573108,87.8,2
573109,334.2,7
573116,12.5,1
573117,83.85,3
573119,212.4,2
573122,9.95,1
573123,172.0,7
573125,13.5,1
573126,16.35,1
573128,290.1,5
573130,213.98,13
573131,147.25,7
573133,161.5,5
573134,37.35,2
573135,44.15,3
573136,133.75,3
573138,128.95,12
573139,6.95,1
573140,112.5,3
573141,34.0,2
573143,70.8,1
573145,207.65,8
573149,18.95,2
573151,125.55,10
573152,68.8,3
573153,435.0,1
573155,55.6,3
573158,36.95,2
573160,40.95,3
573161,39.95,1
573164,348.15,6
573165,39.9,1
573166,151.0,3
573168,70.8,1
573173,206.85,10
573175,30.35,2
573178,149.1,5
573179,1586.4,7
573183,8.25,1
573185,39.8,1
573195,51.0,1
573200,64.6,2
573245,93.95,7
573248,137.8,3
573263,350.4,1
573264,71.35,6
573265,43.5,2
573266,455.7,8
573269,79.05,8
573270,130.95,5
573275,30.85,3
573277,12.75,1
573280,198.65,10
573282,19.9,1
573284,35.0,2
573285,46.0,1
573287,73.2,4
573288,239.5,5
573289,282.65,7
573291,76.1,3
573295,181.7,4
573300,71.9,7
573305,130.95,5
573311,104.25,11
573314,159.7,8
573315,11.9,1
573316,42.5,1
573319,47.7,1
573320,930.1,10
573323,241.25,17
573324,55.8,2
573325,313.8,1
573326,167.3,5
573328,67.75,3
573329,19.95,1
573330,132.15,12
573332,53.7,3
573333,151.4,2
573335,56.35,6
573337,424.2,6
573338,70.05,7
573339,38.75,3
573340,34.65,3
573341,68.1,4
573342,49.65,2
573344,38.95,3
573345,51.8,3
573346,9.95,1
573347,17.85,2
573350,16.65,1
573351,15.0,1
573353,57.45,4
573354,16.5,1
573355,216.4,5
573356,196.45,3
573358,115.65,7
573359,45.8,5
573360,54.1,5
573361,15.9,2
573362,576.75,17
573363,44.9,2
573365,155.65,6
573366,96.3,4
573367,123.3,5
573368,65.8,4
573369,18.9,2
573370,88.7,5
573373,8.25,1
573374,21.9,1
573375,23.9,1
573377,142.85,7
573378,31.6,2
573379,29.0,2
573380,76.4,5
573381,58.7,5
573382,49.5,3
573384,93.45,3
573386,82.4,3
573387,24.15,2
573388,196.6,4
573390,115.65,7
573391,215.8,5
573392,71.75,4
573393,73.8,3
573395,16.5,1
573396,8.25,1
573397,24.65,2
573399,17.85,1
573400,25.5,1
573401,62.7,3
573402,37.9,2
573405,61.2,5
573406,17.0,1
573407,84.25,3
573408,89.85,1
573409,33.0,1
573411,63.7,4
573413,23.45,3
573414,50.05,7
573415,150.85,11
573417,27.95,2
573419,143.7,3
573420,38.25,1
573421,273.0,2
573423,42.85,2
573430,145.3,5
573452,153.0,1
573481,149.75,6
573485,25.7,2
573486,17.85,1
573492,71.75,10
573496,87.45,6
573500,8.5,1
573501,217.1,8
573504,290.0,1
573507,29.4,2
573508,171.1,11
573509,16.5,1
573510,33.9,1
573511,132.1,3
573542,15.9,2
573543,24.8,3
573544,19.9,1
573545,62.7,2
573546,95.2,4
573548,36.4,2
573551,283.3,16
573556,116.8,4
573564,113.8,7
573572,137.8,11
573576,2625.73,108
573579,29.75,2
573581,107.9,4
573582,154.5,6
573583,19.9,2
573584,689.4,14
573586,15.0,1
573588,135.25,5
573629,18.0,1
573632,137.35,5
573656,196.8,10
573666,104.1,6
573695,205.45,9
573744,121.78,2
573745,44.7,3
573748,75.6,3
573749,193.5,2
573758,17.85,1
573762,33.3,1
573763,161.5,3
573768,120.0,1
573769,32.4,2
573770,42.0,2
573772,31.3,4
573773,133.68,2
573776,40.75,2
573780,69.9,4
573808,25.0,2
573814,53.85,2
573822,156.1,4
573840,91.8,1
573841,9.95,1
573863,205.5,5
573865,87.6,1
573866,92.3,6
573867,51.9,2
573868,105.7,4
573870,24.2,3
573871,42.9,2
573872,90.4,5
573873,18.45,2
573874,60.45,2
573875,89.45,5
573876,32.85,4
573878,35.7,1
573879,66.45,6
573886,95.2,1
573887,48.3,3
573888,13.9,1
573890,9.95,1
573891,179.25,4
573892,274.55,10
573893,53.2,1
573894,16.95,1
573895,7.5,1
573896,47.7,1
573897,12.5,1
573898,90.95,5
573899,50.75,3
573900,91.6,4
573902,276.2,3
573903,249.5,11
573904,141.6,11
573905,247.25,12
573907,120.75,6
573908,255.75,5
573909,82.45,7
573911,12.75,1
573913,184.0,8
573914,78.35,4
573915,67.45,8
573918,24.9,2
573923,149.05,14
573927,95.45,6
573928,95.4,1
573931,7.5,1
573933,85.0,1
573934,80.8,4
573937,139.5,7
573945,34.35,2
573955,93.2,6
573992,102.1,7
573993,51.6,3
573994,7.5,1
573996,76.1,4
573999,141.3,7
574009,24.75,3
574011,17.85,1
574015,133.0,8
574016,9.95,1
574017,49.35,3
574021,141.6,1
574023,33.75,2
574025,22.45,2
574033,120.35,6
574034,108.55,10
574035,5.95,1
574036,31.8,2
574038,93.6,6
574040,19.9,1
574043,94.2,8
574045,183.6,1
574046,67.9,8
574047,49.9,2
574048,61.6,4
574049,20.8,1
574051,6.95,1
574052,84.45,4
574053,25.5,1
574054,433.55,14
574055,381.6,5
574056,76.2,1
574059,5.95,1
574060,23.9,1
574062,55.6,2
574063,5.95,1
574066,119.2,2
574067,847.0,5
574068,98.9,3
574069,17.0,1
574071,48.65,3
574072,54.0,3
574075,143.1,3
574077,23.8,3
574079,50.85,4
574080,94.7,5
574081,46.25,3
574084,17.0,1
574088,186.3,7
574089,83.7,5
574090,41.65,2
574092,388.8,2
574093,91.0,3
574096,164.1,2
574097,115.0,2
574098,17.9,1
574099,9.95,1
574102,79.8,1
574103,113.45,6
574104,171.15,5
574107,82.5,5
574149,392.2,22
574150,65.7,2
574154,62.4,3
574169,15.9,1
574170,59.6,4
574194,164.3,5
574227,96.05,6
574234,12.75,1
574237,170.25,9
574239,48.9,3
574240,123.9,11
574242,83.2,1
574247,57.3,3
574249,124.7,7
574251,96.25,6
574252,53.0,2
574253,20.85,1
574255,18.0,1
574258,52.59,5
574260,202.7,8
574262,71.05,4
574265,68.5,4
574269,132.3,7
574271,1000.0,1
574273,44.9,3
574275,133.9,4
574278,138.5,6
574279,90.7,2
574281,69.7,3
574282,104.25,2
574284,15.0,1
574286,58.0,2
574287,39.95,4
574290,57.5,5
574292,41.75,4
574295,2879.1,6
574297,39.95,2
574299,91.7,4
574301,87.8,2
574302,18.75,1
574303,97.8,1
574304,155.35,10
574305,25.0,1
574306,54.35,3
574307,47.7,3
574308,45.65,3
574310,166.9,5
574311,135.7,4
574312,5.95,1
574313,39.5,2
574314,66.5,3
574315,265.3,6
574316,156.75,6
574319,911.6,3
574321,89.25,5
574323,19.9,1
574325,155.8,2
574327,50.0,1
574328,986.85,21
574329,60.0,1
574332,54.0,1
574333,81.75,1
574334,204.0,2
574336,362.75,7
574338,25.0,1
574342,49.25,3
574352,480.24,1
574353,54.5,4
574363,1807.84,3
574368,67.5,4
574383,67.92,1
574387,25.0,1
574442,293.8,4
574445,25.5,1
574468,47.6,2
574471,17.0,1
574474,9.95,1
574476,48.8,3
574477,61.45,4
574478,79.2,3
574479,31.9,2
574480,64.5,4
574481,37.85,5
574484,19.9,1
574490,69.2,4
574491,17.85,1
574506,93.1,5
574509,5.95,1
574511,17.85,1
574513,337.8,4
574514,70.8,1
574528,28.65,2
574529,33.25,2
574530,31.5,3
574532,468.4,20
574534,1255.2,3
574535,34.35,2
574536,20.4,2
574544,194.25,11
574545,162.6,6
574546,15.0,1
574547,123.2,11
574550,206.25,11
574555,17.45,2
574559,77.25,6
574573,24.9,2
574575,102.1,6
574586,79.5,1
574587,459.9,21
574588,33.3,1
574589,15.9,2
574591,103.5,6
574592,50.5,3
574619,12.5,1
574624,151.75,6
574629,180.8,10
574631,287.4,3
574643,25.5,1
574653,36.0,1
574654,40.55,3
574655,66.85,5
574656,50.2,3
574657,8.25,1
574659,18.15,3
574660,75.9,5
574661,75.35,5
574662,150.85,7
574663,140.8,9
574667,25.0,1
574669,65.55,2
574670,45.65,4
574671,25.45,3
574672,12.7,2
574673,46.85,2
574674,16.95,1
574675,41.5,2
574676,89.5,9
574677,40.3,5
574678,352.25,15
574679,54.0,1
574680,40.3,2
574681,47.8,1
574682,41.5,3
574683,82.2,10
574684,96.8,4
574689,19.9,1
574690,172.5,2
574691,9.95,1
574693,71.25,3
574694,173.5,3
574695,73.35,6
574696,30.0,2
574697,39.95,1
574699,12.5,1
574700,272.2,21
574701,56.65,6
574702,11.9,1
574703,21.0,2
574704,215.95,10
574705,174.95,2
574707,680.65,12
574708,70.8,1
574709,141.75,7
574710,80.3,6
574711,47.7,2
574713,35.85,2
574714,49.85,5
574716,55.5,4
574717,31.8,2
574719,19.9,1
574720,72.45,7
574721,54.85,6
574722,56.2,7
574723,44.9,2
574725,22.7,2
574726,39.8,2
574727,119.4,1
574728,82.55,4
574729,19.9,1
574732,338.0,13
574733,120.05,6
574734,58.45,7
574735,29.9,1
574736,31.8,1
574738,8.5,1
574739,52.55,3
574740,1499.55,23
574741,118.05,9
574743,93.45,8
574744,79.0,3
574745,50.0,1
574746,364.8,2
574747,35.1,2
574749,28.65,2
574750,72.1,3
574755,108.3,3
574756,66.0,2
574777,234.9,3
574824,271.05,12
574826,23.0,3
574830,139.3,6
574832,33.9,1
574834,247.5,7
574835,168.8,6
574836,71.6,2
574837,113.25,2
574838,140.0,1
574839,206.4,20
574840,13.9,2
574841,347.45,3
574844,53.0,2
574846,11.9,1
574852,76.35,3
574861,8.25,1
574862,75.0,1
574863,16.5,1
574864,184.9,8
574869,37.9,2
574871,80.35,7
574874,158.15,5
574878,118.05,3
574879,76.5,2
574880,137.25,5
574881,17.85,1
574882,195.95,17
574885,18.0,1
574888,44.7,1
574890,93.8,3
574891,28.85,3
574892,8.25,1
574895,119.4,2
574896,41.55,5
574898,49.5,2
574899,223.3,6
574901,111.75,7
574903,29.85,1
574907,375.35,11
574908,39.8,2
574909,89.65,4
574911,11.5,1
574914,14.45,2
574915,70.8,1
574921,35.7,2
574923,18.45,2
574934,88.2,5
574936,24.4,2
574937,151.95,6
574938,23.9,1
574940,51.0,1
574948,31.8,2
574949,16.65,1
574951,368.9,17
574952,12.5,1
574956,205.95,8
574959,86.75,7
574960,101.7,5
574962,51.15,2
574963,19.9,1
574964,64.2,1
574965,50.1,5
574966,23.8,1
575003,100.5,5
575007,27.75,2
575017,8.25,1
575034,49.7,6
575036,23.0,1
575037,114.2,6
575039,39.7,3
575040,59.0,3
575041,8.25,1
575046,21.85,2
575049,71.0,2
575051,40.75,3
575054,102.7,5
575059,49.75,5
575060,349.5,7
575063,71.75,6
575066,9.95,1
575067,70.0,2
575069,115.35,6
575070,215.65,14
575073,31.8,1
575075,76.55,5
575076,244.3,4
575077,111.3,3
575078,49.2,2
575085,170.9,3
575086,287.7,7
575087,110.0,9
575088,84.4,4
575089,33.0,2
575091,17.85,1
575117,39.05,5
575127,33.0,2
575128,112.15,6
575129,77.7,8
575131,99.0,3
575133,12.5,1
575135,102.7,6
575136,77.6,4
575137,865.65,6
575141,64.05,2
575144,136.65,4
575145,59.5,2
575146,367.2,2
575147,221.4,2
575148,210.25,7
575149,52.75,2
575151,15.0,1
575152,16.5,2
575154,61.25,3
575164,180.6,9
575165,17.0,1
575167,124.65,8
575169,67.5,4
575170,11.9,2
575178,70.8,1
575179,66.35,3
575180,306.0,1
575183,175.85,6
575184,79.6,1
575185,430.5,4
575186,58.5,2
575187,14.95,1
575188,102.7,5
575189,449.1,1
575190,97.8,1
575191,153.0,1
575193,153.0,5
575198,20.85,1
575202,52.6,2
575207,112.2,2
575210,107.15,4
575211,28.9,2
575212,61.55,3
575214,12.5,1
575215,249.3,8
575217,50.35,3
575218,17.0,1
575219,351.6,4
575221,180.95,8
575222,226.2,13
575256,196.08,2
575269,88.55,4
575298,110.0,11
575299,70.8,1
575300,19.9,1
575317,16.5,1
575319,17.85,1
575321,38.7,3
575322,99.6,2
575323,166.8,4
575324,147.1,4
575325,14.95,1
575326,52.5,2
575329,66.4,9
575331,15.3,1
575333,203.15,5
575334,40.4,2
575336,8.5,1
575338,14.95,1
575339,184.45,8
575340,452.6,9
575342,216.25,7
575352,389.4,4
575366,82.65,4
575368,87.55,9
575370,35.7,1
575384,69.7,2
575389,17.85,1
575410,34.0,2
575480,53.55,3
575481,19.4,2
575482,138.95,8
575484,206.9,9
575485,12.75,1
575486,166.8,1
575487,67.9,3
575490,30.15,3
575491,377.25,28
575492,23.0,1
575493,65.35,3
575494,288.0,3
575495,107.1,1
575498,18.0,1
575499,65.2,1
575500,23.8,1
575502,20.85,1
575504,179.7,7
575507,633.9,11
575508,273.0,2
575510,740.4,3
575512,254.95,9
575514,194.05,5
575515,175.2,1
575516,1313.05,23
575517,73.75,5
575519,53.0,2
575563,12.5,1
575574,16.5,1
575576,16.5,1
575581,18.0,1
575583,25.0,1
575584,33.9,2
575587,26.85,3
575593,104.85,3
575602,165.7,20
575605,83.4,1
575607,2380.7,87
575609,41.4,3
575610,81.9,3
575612,17.85,1
575620,41.65,2
575621,68.65,5
575627,111.2,4
575628,57.35,5
575629,18.0,1
575631,18.7,2
575632,1013.86,1
575633,150.8,6
575636,40.46,1
575637,64.55,5
575640,24.4,3
575642,235.95,3
575643,35.8,1
575652,469.65,8
575654,83.4,1
575655,98.55,5
575656,218.75,7
575659,20.85,1
575661,19.9,2
575671,181.2,3
575673,64.68,1
575674,49.9,3
575676,34.0,1
575678,62.25,3
575680,144.5,6
575681,66.15,6
575682,7.5,1
575683,1571.4,5
575685,357.0,4
575687,267.35,5
575689,23.0,1
575691,119.7,5
575693,119.7,4
575694,39.64,4
575695,38.5,2
575698,47.6,3
575700,33.0,1
575701,161.9,5
575705,299.35,10
575706,13.9,1
575707,105.2,5
575709,30.0,1
575710,80.84,8
575713,36.0,1
575718,82.85,8
575723,31.8,1
575725,59.8,1
575726,138.35,10
575728,428.35,16
575729,34.0,2
575730,61.6,4
575731,49.2,4
575732,150.25,5
575733,83.65,3
575734,189.1,7
575735,149.9,4
575736,40.0,1
575740,85.15,5
